score,likes,comment
5,11,그럭저럭 볼만했어요기대를 너무 크게 잡지 말고 보세요
7,1,쓰읍 머리 비우고 가면 나쁘지... 긴 함
6,5,그럭저럭입니다...ㅎㅎ
10,10,진짜 한국에 없는 최초의 영화????서인국의 연기 변신이 진짜 쵝오????????????
10,10,제 점수는 10점입니다.
8,14,그럭저럭 볼만은 했습니다
8,27,재미있어요재미있어요
5,28,늑대사냥? 사냥실패!
10,50,"아니 이게 왜 평점이 이렇지?개취는 존중하는데 이 정돈 아니지 않나?마녀는 되고 늑대사냥은 안되는거야??내돈내산..전혀 아깝지 않았어!다만, 선혈이 낭자하는 건 맞음. 그러나 생각했던 것보단 나있음."
10,9,제 점수는 10점입니다.
7,10,9월 26일 2차 관람
9,18,왜이렇게 별점 낮은지 이해안감. 재밌게 잘봤음. 2편 기대됨
10,47,
10,8,
10,28,
8,10,재미있었어요
5,11,장영남 배우랑 전소민 배우 좋아해서 봤어요... !
10,6,간만에 잼나는 영화 잘봤습니다.
2,9,서인국은..드라마만 찍었으면...
6,9,영혼보내기영혼보내기
10,10,
10,53,이런 영화가 있었나 싶은 수위입니다.불호가 있을수 있을거 같은데 저는 잘 봤습니다.차기작도 기대 되네요.
7,13,비가 쉴새 없이 나와서 좀 잔인한 장면이 많기는 하지만 나름 킬링타임용 영화로서의 역활은 충분히 한다고 생각합니다
5,16,가끔 이런 장르도 필요하지
4,11,잘봤습니다.
9,44,잔인하고 또 잔인함 연기랑 스토리 처음엔 적응안되었는데 이상하게 계속 생각나요ㅋㅋ 다시 보고싶네요ㅋㅋ
8,44,분명 단점이 여러가지 존재하지만 한국에서 이런 장르영화를 만들었다는 것에 점수!
10,46,"잔인해서 호불호 갈리겠지만 저는 재밌었습니다. 드디어 한국영화도 이정도까지 왔구나싶네요ㅎㅎn차 관람할수록 스토리도 재밌고 세계관도 좋더라구요ㅌㅌ 이걸 보면 왜 돈을 버린다는 건지ㅋㅜ인생작이 악녀, 마녀, 카터 좋아하는 사람으로서 취향에 맞는 영화였습니다! 배우들도 액션합 맞추기 힘들었을게 보였어요ㅋ기사 서치해보니 3부작이라고 하더라고요 속편도 기대되네요!"
8,31,지루할틈이 없었던 영화
10,39,신선하고 짜릿하며 그동안 보지 못했던 긴장감을 느낄 수 있습니다. 배우분들의 연기도 살아있고 예측할 수 없는 플롯으로 계속 기대하게 되는 작품입니다
10,41,보다가 어? 싶긴 했는데 내가 이런 장르를 좋아해서 재밌게 봄. 한 7~8점 된다고 생각하는데 평점 너무 낮아서 10점 줌.
10,35,이런 장르를 자주 보는 편이 아니라서 그런지 움찔거리면서 보긴했지만 정말 재밌게 봤습니다. 배우들 연기가 미쳤고 2시간이 진짜 순식간에 지나간 거 같았어요 전개가 정말 지루한거 없이 시원시원했습니다.
10,34,전혀 스토리를 모르고 가서 정말 끝까지 긴장이 풀리지 않았어요연기자분들 연기 대단하네요
10,50,평점이 왜이리 낮죠? 예상하지 못한 전개. 끝까지 이어지는 긴장감. 올해 쵝오 잼있게 본 영화임. 강력추천!
10,22,
